week_start,total_events_country,conflict_count,avg_goldstein,avg_tone,goldstein_volatility,total_mentions_conflict,days_covered,week_label,google_trends_score
2026-01-12,8979,1240,-9.868548387096775,-5.67070140328655,0.31324460873984683,12054.0,7,2026-W03,6.0
2026-01-19,13298,1164,-9.861254295532646,-4.988209939196004,0.32500091768971884,7328.0,7,2026-W04,6.0
2026-01-26,10095,1257,-9.86953062848051,-5.066073324671005,0.3168603731542971,9966.0,7,2026-W05,6.0
2026-02-02,11547,1520,-9.881907894736843,-5.175776411446497,0.3174251111497878,14175.0,7,2026-W06,5.0
2026-02-09,9946,1302,-9.838709677419354,-5.279466274005927,0.3626796591641946,10405.0,7,2026-W07,6.0
2026-02-16,11747,1358,-9.853460972017674,-5.082868675809113,0.3464088143231403,11745.0,7,2026-W08,8.0
2026-02-23,15199,1604,-9.845074812967582,-5.228945379791078,0.34040734746753587,12766.0,7,2026-W09,13.0
2026-03-02,9689,1235,-9.838461538461539,-5.126779028739047,0.3475115017662988,10226.0,7,2026-W10,11.0
2026-03-09,8899,1320,-9.872727272727273,-5.493279427633684,0.30737483422906925,11558.0,7,2026-W11,9.0
2026-03-16,9965,1145,-9.859825327510917,-4.765620101650948,0.3248883146795208,10269.0,7,2026-W12,9.0
2026-03-23,9220,1334,-9.861319340329835,-5.605401372019515,0.3209888112146521,13005.0,7,2026-W13,9.0
2026-03-30,8592,1228,-9.836319218241043,-5.613214539102948,0.34447574576225193,12108.0,7,2026-W14,8.0
2026-04-06,7549,1133,-9.825684024713151,-5.659131385926326,0.3425411621609883,19460.0,7,2026-W15,7.0
2026-04-13,8709,1591,-9.83909490886235,-5.941424670617163,0.34230838340803527,19333.0,7,2026-W16,6.0
2026-04-20,9186,1334,-9.825337331334334,-5.655894109367991,0.3621263350286816,11808.0,7,2026-W17,7.0
2026-04-27,8924,1363,-9.804108584005869,-5.228849201864689,0.38338950485104767,11620.0,7,2026-W18,7.0
2026-05-04,10314,1707,-9.849150556531928,-5.769857419421744,0.3192773459339,19834.0,7,2026-W19,8.0
2026-05-11,9495,1657,-9.809293904646953,-6.0730400669965166,0.3655094336071493,14576.0,7,2026-W20,8.0
2026-05-18,9051,1802,-9.864039955604884,-6.054177121042798,0.3210976706800522,18789.0,7,2026-W21,8.0
2026-05-25,9512,1850,-9.845405405405405,-5.9806979150963056,0.334823917420116,16253.0,7,2026-W22,9.0
2026-06-01,10534,1945,-9.80694087403599,-5.909406942319727,0.3679944381125148,28909.0,7,2026-W23,8.0
2026-06-08,8649,1249,-9.83546837469976,-5.162209449238005,0.34949454229901095,9612.0,7,2026-W24,9.0
2026-06-15,11894,1739,-9.815411155836689,-5.380658297210577,0.3733398087357781,15864.0,7,2026-W25,9.0
2026-06-22,8263,1516,-9.856530343007915,-5.806797026714344,0.333048078873112,17285.0,7,2026-W26,9.0
2026-06-29,9860,2018,-9.82804757185332,-5.940314503793098,0.3540491098043437,21695.0,7,2026-W27,9.0
2026-07-06,13709,2224,-9.862410071942445,-5.452105170658481,0.3315725980396377,36821.0,7,2026-W28,7.0
2026-07-13,12177,1944,-9.86522633744856,-5.323066085704639,0.3173563116097413,27709.0,7,2026-W29,8.0
2026-07-20,11548,2176,-9.892003676470589,-5.349723958988646,0.2833468805177166,24418.0,7,2026-W30,7.0
2026-07-27,13445,2233,-9.880206000895656,-5.25971848730921,0.30615336983288327,22928.0,7,2026-W31,6.0
