week_start,total_events_country,conflict_count,avg_goldstein,avg_tone,goldstein_volatility,total_mentions_conflict,days_covered,week_label,google_trends_score,target_count_h1,target_count_h2,target_count_h3,target_count_h4,escalation_threshold,escalation_event,target_event_h1,target_event_h2,target_event_h3,target_event_h4,conflict_count_t0,conflict_count_lag1,conflict_count_lag2,conflict_count_lag4,conflict_count_lag12,rolling_mean_4w,rolling_std_12w,rolling_max_8w,rolling_mean_12w,news_volume_change_wow,week_of_year,month,is_holiday,google_trends_score_lag1,google_trends_change_wow,weeks_since_major_spike,cumulative_conflict_12w
2024-06-10,1397,372,-9.86021505376344,-5.754739278120711,0.3333695600984987,3918.0,7,2024-W24,3.0,247.0,235.0,85.0,153.0,1077.740225871366,0,0,0,0,0,372,266.0,498.0,194.0,259.0,327.0,107.99102095109802,498.0,263.3333333333333,0.28755760368663585,24,6,1,3.0,0.0,19.0,3047.0
2024-06-17,900,247,-9.82591093117409,-5.547466289941739,0.374568423962321,3434.0,7,2024-W25,3.0,235.0,85.0,153.0,630.0,1078.8492543040695,0,0,0,0,0,247,372.0,266.0,172.0,151.0,345.75,102.31976022906436,498.0,271.3333333333333,-0.35576234788833216,25,6,1,3.0,0.0,20.0,3160.0
2024-06-24,803,235,-9.851063829787234,-4.727160223121163,0.3507454457341091,2585.0,7,2024-W26,2.0,85.0,153.0,630.0,318.0,1078.008841925431,0,0,0,0,0,235,247.0,372.0,498.0,291.0,280.0,102.61785537821441,498.0,266.6666666666667,-0.10777777777777775,26,6,0,3.0,-0.33333333333333337,21.0,3256.0
2024-07-01,562,85,-9.9,-4.070914466915333,0.26502470684465473,461.0,7,2024-W27,2.0,153.0,630.0,318.0,254.0,1076.6696251826509,0,0,0,0,0,85,235.0,247.0,266.0,285.0,234.75,114.87859203999147,498.0,250.0,-0.3001245330012453,27,7,1,2.0,0.0,22.0,3200.0
2024-07-08,761,153,-9.879084967320262,-4.441479290479663,0.3194678129679605,2020.0,7,2024-W28,3.0,630.0,318.0,254.0,283.0,1076.775775917015,0,0,0,0,0,153,85.0,235.0,372.0,270.0,180.0,117.9507794108892,498.0,240.25,0.3540925266903914,28,7,0,2.0,0.5,23.0,3000.0
2024-07-15,1876,630,-9.934126984126983,-5.819828320743922,0.2291071695455078,7499.0,7,2024-W29,5.0,318.0,254.0,283.0,175.0,1076.84778707155,0,0,0,0,0,630,153.0,85.0,247.0,310.0,275.75,162.80018892848807,630.0,266.9166666666667,1.4651773981603156,29,7,0,3.0,0.6666666666666667,24.0,2883.0
2024-07-22,1374,318,-9.872641509433961,-5.683640502553817,0.31817689032937313,3120.0,7,2024-W30,3.0,254.0,283.0,175.0,205.0,1086.1385598352608,0,0,0,0,0,318,630.0,153.0,235.0,267.0,296.5,163.46689035527695,630.0,271.1666666666667,-0.267590618336887,30,7,0,5.0,-0.4,25.0,3203.0
2024-07-29,968,254,-9.940944881889763,-5.363827336218128,0.20482493468077126,3404.0,7,2024-W31,2.0,283.0,175.0,205.0,135.0,1085.7319385406195,0,0,0,0,0,254,318.0,630.0,85.0,84.0,338.75,152.78941737111884,630.0,285.3333333333333,-0.2954876273653566,31,7,0,3.0,-0.33333333333333337,26.0,3254.0
2024-08-05,831,283,-9.96643109540636,-5.31177719775966,0.16233114966085313,2013.0,7,2024-W32,3.0,175.0,205.0,135.0,145.0,1085.2587573744854,0,0,0,0,0,283,254.0,318.0,153.0,194.0,371.25,150.08914018009398,630.0,292.75,-0.14152892561983466,32,8,0,2.0,0.5,27.0,3424.0
2024-08-12,669,175,-9.911428571428571,-7.05705335869431,0.2442104667137449,3007.0,7,2024-W33,3.0,205.0,135.0,145.0,330.0,1085.3645979515552,0,0,0,0,0,175,283.0,254.0,630.0,172.0,257.5,149.87206665565222,630.0,293.0,-0.19494584837545126,33,8,0,3.0,0.0,28.0,3513.0
2024-08-19,770,205,-9.91219512195122,-5.715563335389032,0.27043458303548806,1871.0,7,2024-W34,2.0,135.0,145.0,330.0,282.0,1084.6532952754699,0,0,0,0,0,205,175.0,283.0,318.0,498.0,229.25,136.7289676917825,630.0,268.5833333333333,0.1509715994020926,34,8,0,3.0,-0.33333333333333337,29.0,3516.0
2024-08-26,702,135,-9.91851851851852,-5.352877127661474,0.253390497172823,1187.0,7,2024-W35,2.0,145.0,330.0,282.0,336.0,1084.126309502588,0,0,0,0,0,135,205.0,175.0,254.0,266.0,199.5,142.07893665995724,630.0,257.6666666666667,-0.08831168831168834,35,8,0,2.0,0.0,30.0,3223.0
2024-09-02,608,145,-9.913793103448276,-5.347599257785619,0.2722388375568952,1486.0,7,2024-W36,3.0,330.0,282.0,336.0,696.0,1083.6848170403644,0,0,0,0,0,145,135.0,205.0,283.0,372.0,165.0,140.5761682893263,630.0,238.75,-0.1339031339031339,36,9,0,2.0,0.5,31.0,3092.0
2024-09-09,1120,330,-9.893939393939394,-6.163241179743417,0.29062284434147223,2674.0,7,2024-W37,3.0,282.0,336.0,696.0,161.0,1082.6163015054603,0,0,0,0,0,330,145.0,135.0,175.0,247.0,203.75,143.03930377432042,330.0,245.66666666666666,0.8421052631578947,37,9,0,3.0,0.0,32.0,2865.0
2024-09-16,1143,282,-9.960992907801419,-5.12485161448136,0.17464679135008815,4150.0,7,2024-W38,3.0,336.0,696.0,161.0,217.0,1080.8484885459316,0,0,0,0,0,282,330.0,145.0,205.0,235.0,223.0,143.36378288265183,330.0,249.58333333333334,0.020535714285714324,38,9,0,3.0,0.0,33.0,2948.0
2024-09-23,1521,336,-9.97172619047619,-5.385007903207166,0.14436064715267713,5258.0,7,2024-W39,6.0,696.0,161.0,217.0,127.0,1078.9495740234802,0,0,0,0,0,336,282.0,330.0,135.0,85.0,273.25,135.2489287472275,336.0,270.5,0.3307086614173229,39,9,1,3.0,1.0,34.0,2995.0
2024-09-30,1606,696,-9.966235632183908,-5.457246831360371,0.17156301087280895,9402.0,7,2024-W40,3.0,161.0,217.0,127.0,134.0,1079.20023880388,0,0,0,0,0,696,336.0,282.0,145.0,153.0,411.0,176.8122399095099,696.0,315.75,0.05588428665351741,40,9,0,6.0,-0.5,35.0,3246.0
2024-10-07,765,161,-9.925465838509316,-5.731811817094879,0.28068654739441784,1885.0,7,2024-W41,3.0,217.0,127.0,134.0,151.0,1088.2816945107222,0,0,0,0,0,161,696.0,336.0,330.0,630.0,368.75,150.9824392758869,696.0,276.6666666666667,-0.5236612702366127,41,10,0,3.0,0.0,36.0,3789.0
2024-10-14,988,217,-9.960829493087557,-4.564012209545221,0.19144976484567433,2765.0,7,2024-W42,3.0,127.0,134.0,151.0,154.0,1088.185457255455,0,0,0,0,0,217,161.0,696.0,282.0,318.0,352.5,151.28367393740774,696.0,268.25,0.2915032679738563,42,10,1,3.0,0.0,37.0,3320.0
2024-10-21,623,127,-9.893700787401574,-4.459094796092586,0.3653109203013771,1613.0,7,2024-W43,3.0,134.0,151.0,154.0,144.0,1085.9543616210149,0,0,0,0,0,127,217.0,161.0,336.0,254.0,300.25,156.71591746813306,696.0,257.6666666666667,-0.36943319838056676,43,10,0,3.0,0.0,38.0,3219.0
2024-10-28,535,134,-9.902985074626866,-4.032949558052328,0.28415295534482365,783.0,7,2024-W44,5.0,151.0,154.0,144.0,72.0,1087.0871909916482,0,0,0,0,0,134,127.0,217.0,696.0,283.0,159.75,160.385969121083,696.0,245.25,-0.1412520064205457,44,10,0,3.0,0.6666666666666667,39.0,3092.0
2024-11-04,585,151,-9.937086092715232,-4.734713893884924,0.23312826056050073,2512.0,7,2024-W45,3.0,154.0,144.0,72.0,89.0,1087.471687616787,0,0,0,0,0,151,134.0,127.0,161.0,175.0,157.25,161.4874748872322,696.0,243.25,0.09345794392523366,45,11,0,5.0,-0.4,40.0,2943.0
2024-11-11,558,154,-9.944805194805195,-4.820738805205804,0.19437925593086375,773.0,7,2024-W46,3.0,144.0,72.0,89.0,97.0,1087.161958006964,0,0,0,0,0,154,151.0,134.0,217.0,205.0,141.5,163.24716341681489,696.0,239.0,-0.0461538461538461,46,11,0,3.0,0.0,41.0,2919.0
2024-11-18,608,144,-9.934027777777779,-4.459590562304069,0.23834017953555645,887.0,7,2024-W47,3.0,72.0,89.0,97.0,856.0,1087.7126596379408,0,0,0,0,0,144,154.0,151.0,127.0,135.0,145.75,162.74582804316196,696.0,239.75,0.08960573476702516,47,11,0,3.0,0.0,42.0,2868.0
2024-11-25,459,72,-9.944444444444445,-5.12205092624608,0.23066889195376988,490.0,7,2024-W48,3.0,89.0,97.0,856.0,853.0,1087.8275037314875,0,0,0,0,0,72,144.0,154.0,134.0,145.0,130.25,167.89246197455884,217.0,233.66666666666666,-0.24506578947368418,48,11,1,3.0,0.0,43.0,2877.0
2024-12-02,598,89,-9.94943820224719,-4.791716950073198,0.15160024848985557,819.0,7,2024-W49,3.0,97.0,856.0,853.0,578.0,1087.040688482968,0,0,0,0,0,89,72.0,144.0,151.0,330.0,114.75,169.72569223915542,217.0,213.58333333333334,0.30283224400871456,49,12,0,3.0,0.0,44.0,2804.0
2024-12-09,537,97,-9.824742268041238,-5.014925874637076,0.3538570002590063,551.0,7,2024-W50,3.0,856.0,853.0,578.0,350.0,1085.9620252984232,0,0,0,0,0,97,89.0,72.0,154.0,282.0,100.5,171.34061415964973,154.0,198.16666666666666,-0.10200668896321075,50,12,0,3.0,0.0,45.0,2563.0
2024-12-16,1818,856,-9.924065420560748,-5.467666022627072,0.24794890139593007,17371.0,7,2024-W51,5.0,853.0,578.0,350.0,344.0,1069.8683097987973,0,0,0,0,0,856,97.0,89.0,144.0,336.0,278.5,254.79885114626094,856.0,241.5,2.3854748603351954,51,12,0,3.0,0.6666666666666667,46.0,2378.0
2024-12-23,2400,853,-9.91617819460727,-5.205222345234053,0.22662232266394378,10351.0,7,2024-W52,3.0,578.0,350.0,344.0,141.0,1079.777018447362,0,0,0,0,0,853,856.0,97.0,72.0,696.0,473.75,282.75510069616223,856.0,254.58333333333334,0.3201320132013201,52,12,0,5.0,-0.4,47.0,2898.0
2024-12-30,1927,578,-9.913494809688581,-5.158321045829915,0.24865231370314825,4332.0,7,2025-W01,3.0,350.0,344.0,141.0,44.0,1096.0933754879509,0,0,0,0,0,578,853.0,856.0,89.0,161.0,596.0,295.54336194182855,856.0,289.3333333333333,-0.1970833333333334,1,12,0,3.0,0.0,48.0,3055.0
2025-01-06,1345,350,-9.928571428571429,-4.9208893272963605,0.23767188450207377,2622.0,7,2025-W02,3.0,344.0,141.0,44.0,54.0,1098.3121859745738,0,0,0,0,0,350,578.0,853.0,97.0,217.0,659.25,295.0776348794678,856.0,300.4166666666667,-0.3020238713025428,2,1,0,3.0,0.0,49.0,3472.0
2025-01-13,1334,344,-9.9375,-5.333464937156243,0.20846691538586076,3664.0,7,2025-W03,2.0,141.0,44.0,54.0,100.0,993.4639613224128,0,0,0,0,0,344,350.0,578.0,856.0,127.0,531.25,290.09105153695805,856.0,318.5,-0.008178438661710086,3,1,0,3.0,-0.33333333333333337,50.0,3605.0
2025-01-20,1555,141,-9.900709219858156,-5.530279283614313,0.24799091397546583,1524.0,7,2025-W04,2.0,44.0,54.0,100.0,71.0,859.0119046610237,0,0,0,0,0,141,344.0,350.0,853.0,134.0,353.25,289.6930847178324,856.0,319.0833333333333,0.1656671664167917,4,1,0,2.0,0.0,51.0,3822.0
2025-01-27,526,44,-9.863636363636363,-4.864506202152101,0.31185186487125355,310.0,7,2025-W05,2.0,54.0,100.0,71.0,41.0,785.1272913748127,0,0,0,0,0,44,141.0,344.0,578.0,151.0,219.75,296.89417561675305,856.0,310.1666666666667,-0.6617363344051447,5,1,0,2.0,0.0,52.0,3829.0
2025-02-03,543,54,-9.842592592592593,-7.067941194953589,0.3044338090538539,308.0,7,2025-W06,2.0,100.0,71.0,41.0,80.0,736.4287585686067,0,0,0,0,0,54,44.0,141.0,350.0,154.0,145.75,303.01630119166634,856.0,301.8333333333333,0.0323193916349811,6,2,0,2.0,0.0,53.0,3722.0
2025-02-10,901,100,-9.88,-5.496423950412873,0.28533163409292883,886.0,7,2025-W07,2.0,71.0,41.0,80.0,436.0,723.1256102710968,0,0,0,0,0,100,54.0,44.0,344.0,144.0,84.75,305.3569694437621,853.0,298.1666666666667,0.6593001841620627,7,2,0,2.0,0.0,54.0,3622.0
2025-02-17,360,71,-9.93661971830986,-5.443904688819374,0.23799125831468085,513.0,7,2025-W08,3.0,41.0,80.0,436.0,1022.0,711.8131513604435,0,0,0,0,1,71,100.0,54.0,141.0,72.0,67.25,305.42443146109514,578.0,298.0833333333333,-0.6004439511653719,8,2,0,2.0,0.5,55.0,3578.0
2025-02-24,323,41,-9.878048780487806,-5.441240730184727,0.29112900501491734,454.0,7,2025-W09,2.0,80.0,436.0,1022.0,1033.0,667.0437310237646,0,0,0,1,1,41,71.0,100.0,44.0,89.0,66.5,308.7082937111675,350.0,294.0833333333333,-0.10277777777777775,9,2,0,3.0,-0.33333333333333337,56.0,3577.0
2025-03-03,855,80,-9.88125,-4.2797045798357285,0.26676389314062765,396.0,7,2025-W10,3.0,436.0,1022.0,1033.0,600.0,660.0343139980283,0,0,1,1,0,80,41.0,71.0,54.0,97.0,73.0,309.73224017861054,344.0,292.6666666666667,1.6470588235294117,10,3,0,2.0,0.5,57.0,3529.0
2025-03-10,1675,436,-9.912844036697248,-5.402695636967788,0.24536191141567362,5894.0,7,2025-W11,12.0,1022.0,1033.0,600.0,340.0,631.2733012393478,0,1,1,0,0,436,80.0,41.0,100.0,856.0,157.0,260.03053433756327,436.0,257.6666666666667,0.9590643274853801,11,3,0,3.0,3.0,58.0,3512.0
2025-03-17,3325,1022,-9.925146771037182,-5.401308049817439,0.22354925262459502,11758.0,7,2025-W12,23.0,1033.0,600.0,340.0,539.0,632.371844786906,1,1,0,0,0,1022,436.0,80.0,71.0,853.0,394.75,297.1345348797102,1022.0,271.75,0.9850746268656716,12,3,0,12.0,0.9166666666666667,59.0,3092.0
2025-03-24,7641,1033,-9.934172313649565,-4.169314866604402,0.22452300284462304,14620.0,7,2025-W13,6.0,600.0,340.0,539.0,497.0,702.8893386085546,1,0,0,0,0,1033,1022.0,436.0,41.0,578.0,642.75,361.76821643732376,1033.0,309.6666666666667,1.298045112781955,13,3,1,23.0,-0.7391304347826086,1.0,3261.0
2025-03-31,2843,600,-9.9575,-4.554744019372058,0.19452544885031725,7812.0,7,2025-W14,5.0,340.0,539.0,497.0,727.0,767.3938960769601,0,0,0,0,0,600,1033.0,1022.0,80.0,350.0,772.75,371.373005334137,1033.0,330.5,-0.627928281638529,14,3,1,6.0,-0.16666666666666663,1.0,3716.0
2025-04-07,1542,340,-9.958823529411765,-5.186339008293205,0.16672738786298053,2674.0,7,2025-W15,5.0,539.0,497.0,727.0,879.0,781.1562539435417,0,0,0,0,1,340,600.0,1033.0,436.0,344.0,748.75,371.36158153802626,1033.0,330.1666666666667,-0.45761519521632077,15,4,0,5.0,0.0,2.0,3966.0
2025-04-14,1886,539,-9.933209647495362,-5.460687408150733,0.2094227653048791,4493.0,7,2025-W16,4.0,497.0,727.0,879.0,294.0,782.3913347664726,0,0,0,1,0,539,340.0,600.0,1022.0,141.0,628.0,370.7033445991142,1033.0,363.3333333333333,0.22308690012970178,16,4,0,5.0,-0.19999999999999996,3.0,3962.0
2025-04-21,2775,497,-9.925553319919517,-5.324902600046933,0.2322118090627387,4252.0,7,2025-W17,4.0,727.0,879.0,294.0,202.0,792.2406406734693,0,0,1,0,0,497,539.0,340.0,1033.0,44.0,494.0,358.07857399112146,1033.0,401.0833333333333,0.4713679745493107,17,4,0,4.0,0.0,4.0,4360.0
2025-04-28,2737,727,-9.941540577716644,-5.365395160979849,0.18838692728123405,9735.0,7,2025-W18,7.0,879.0,294.0,202.0,245.0,798.9028492170394,0,1,0,0,0,727,497.0,539.0,600.0,54.0,525.75,351.41708794105267,1033.0,457.1666666666667,-0.013693693693693665,18,4,1,4.0,0.75,5.0,4813.0
2025-05-05,2777,879,-9.972127417519909,-5.293879404909373,0.14145003113794913,9873.0,7,2025-W19,4.0,294.0,202.0,245.0,321.0,821.4130250943724,1,0,0,0,0,879,727.0,497.0,340.0,100.0,660.5,351.3918968210778,1033.0,522.0833333333334,0.01461454146876151,19,5,0,7.0,-0.4285714285714286,6.0,5486.0
2025-05-12,1162,294,-9.943877551020408,-5.201662441022676,0.22493062708945552,2326.0,7,2025-W20,3.0,202.0,245.0,321.0,,856.2617395438892,0,0,0,0,,294,879.0,727.0,539.0,71.0,599.25,330.6523396211942,1033.0,540.6666666666666,-0.5815628375945265,20,5,0,4.0,-0.25,1.0,6265.0
2025-05-19,803,202,-9.903465346534654,-5.616579295011187,0.27197064387810554,1264.0,7,2025-W21,3.0,245.0,321.0,,,856.9596000350348,0,0,0,,,202,294.0,879.0,497.0,41.0,525.5,311.23053669217103,879.0,554.0833333333334,-0.3089500860585198,21,5,1,3.0,0.0,2.0,6488.0
2025-05-26,948,245,-9.924489795918367,-5.550670850921412,0.24672495159531857,1822.0,7,2025-W22,3.0,321.0,,,,856.9091825108014,0,0,,,,245,202.0,294.0,727.0,80.0,405.0,291.3944010609964,879.0,567.8333333333334,0.18057285180572857,22,5,0,3.0,0.0,3.0,6649.0
2025-06-02,1502,321,-9.802180685358255,-5.607162491036388,0.26033916292171483,3299.0,7,2025-W23,4.0,,,,,850.3283002660692,0,,,,,321,245.0,202.0,879.0,436.0,265.5,297.9417652068023,879.0,558.25,0.5843881856540085,23,6,1,3.0,0.33333333333333326,4.0,6814.0
2025-06-09,928,237,-9.879746835443038,-5.253532322956429,0.25061606136160053,1766.0,5,2025-W24,6.0,,,,552.0,851.1364597939589,0,,,,0,237,321.0,245.0,294.0,1022.0,251.25,271.9036705537568,879.0,492.8333333333333,-0.38215712383488687,24,6,1,4.0,0.5,5.0,6699.0
2025-06-16,4,1,-10.0,-1.81818181818182,0.25061606136160053,5.0,0,2025-W25,13.0,,,552.0,409.0,848.9161814063486,0,,,0,0,1,237.0,321.0,202.0,1033.0,201.0,247.64631426632786,879.0,406.8333333333333,-0.9956896551724138,25,6,0,6.0,1.1666666666666665,6.0,5914.0
2025-06-23,9,0,-10.0,-1.81818181818182,0.25061606136160053,,0,2025-W26,3.0,,552.0,409.0,197.0,851.2961766587015,0,,0,0,0,0,1.0,237.0,245.0,600.0,139.75,265.0584269495493,879.0,356.8333333333333,1.25,26,6,1,13.0,-0.7692307692307692,7.0,4882.0
2025-06-30,510,148,-9.925675675675675,-5.20712050899439,0.22104317355297481,1546.0,5,2025-W27,4.0,552.0,409.0,197.0,169.0,853.5463380436911,0,0,0,0,0,148,0.0,1.0,321.0,340.0,96.5,271.8742467770824,321.0,340.8333333333333,55.666666666666664,27,6,0,3.0,0.33333333333333326,8.0,4282.0
2025-07-07,2335,552,-9.91213768115942,-5.230725478760945,0.2760516191511882,6585.0,7,2025-W28,3.0,409.0,197.0,169.0,100.0,852.9574359563453,0,0,0,0,0,552,148.0,0.0,237.0,539.0,175.25,272.76012049662467,552.0,341.9166666666667,3.5784313725490193,28,7,0,4.0,-0.25,9.0,4090.0
2025-07-14,2307,409,-9.82640586797066,-4.279061192375665,0.374345234342961,4179.0,7,2025-W29,3.0,197.0,169.0,100.0,137.0,862.6467594283102,0,0,0,0,0,409,552.0,148.0,1.0,497.0,277.25,269.3735015426224,552.0,334.5833333333333,-0.011991434689507474,29,7,0,3.0,0.0,10.0,4103.0
2025-07-21,1017,197,-9.913705583756345,-5.322860490709334,0.2627658510321737,1236.0,7,2025-W30,3.0,169.0,100.0,137.0,154.0,851.9489675718845,0,0,0,0,0,197,409.0,552.0,0.0,727.0,326.5,241.15497029290015,552.0,290.4166666666667,-0.5591677503250976,30,7,0,3.0,0.0,11.0,4015.0
2025-07-28,1074,169,-9.908284023668639,-5.747218677751587,0.2653434697625297,1452.0,7,2025-W31,4.0,100.0,137.0,154.0,462.0,850.661624519131,0,0,0,0,0,169,197.0,409.0,148.0,879.0,331.75,155.50979215002934,552.0,231.25,0.05604719764011801,31,7,0,3.0,0.33333333333333326,12.0,3485.0
2025-08-04,780,100,-9.895,-6.943639060351274,0.3039720215726931,2313.0,7,2025-W32,5.0,137.0,154.0,462.0,376.0,850.3028740707285,0,0,0,0,0,100,169.0,197.0,552.0,294.0,218.75,158.44956658670614,552.0,215.08333333333334,-0.2737430167597765,32,8,0,4.0,0.25,13.0,2775.0
2025-08-11,740,137,-9.941605839416058,-5.156520732191347,0.21061616040673167,1457.0,7,2025-W33,5.0,154.0,462.0,376.0,301.0,849.9834136750558,0,0,0,0,0,137,100.0,169.0,409.0,202.0,150.75,160.0405251708753,552.0,209.66666666666666,-0.05128205128205132,33,8,0,5.0,0.0,14.0,2581.0
2025-08-18,664,154,-9.925324675324676,-5.627648215944733,0.2542608634993015,1191.0,7,2025-W34,5.0,462.0,376.0,301.0,187.0,850.0985921951809,0,0,0,0,0,154,137.0,100.0,197.0,245.0,140.0,160.3697196159451,552.0,202.08333333333334,-0.10270270270270265,34,8,0,5.0,0.0,15.0,2516.0
2025-08-25,1463,462,-9.918831168831169,-5.590122674771248,0.289760799065344,8258.0,7,2025-W35,7.0,376.0,301.0,187.0,194.0,850.0713735409272,0,0,0,0,0,462,154.0,137.0,169.0,321.0,213.25,174.4241608229426,552.0,213.83333333333334,1.2033132530120483,35,8,0,5.0,0.3999999999999999,16.0,2425.0
2025-09-01,1247,376,-9.930851063829786,-6.837526412346968,0.2377793243581085,3447.0,7,2025-W36,7.0,301.0,187.0,194.0,120.0,855.7566057718791,0,0,0,0,0,376,462.0,154.0,100.0,237.0,282.25,180.6082945509589,462.0,225.41666666666666,-0.14764183185235813,36,9,0,7.0,0.0,17.0,2566.0
2025-09-08,956,301,-9.863787375415283,-6.49962748239432,0.32101548452801343,3630.0,7,2025-W37,6.0,187.0,194.0,120.0,97.0,858.3180007845103,0,0,0,0,0,301,376.0,462.0,137.0,1.0,323.25,166.96840111139844,462.0,250.41666666666666,-0.23336006415396948,37,9,0,7.0,-0.1428571428571429,18.0,2705.0
2025-09-15,895,187,-9.871657754010695,-6.222354121735408,0.32725467784803813,1861.0,7,2025-W38,7.0,194.0,120.0,97.0,176.0,857.7731591031986,0,0,0,0,0,187,301.0,376.0,154.0,0.0,331.5,149.25938374642814,462.0,266.0,-0.06380753138075312,38,9,0,6.0,0.16666666666666674,19.0,3005.0
2025-09-22,943,194,-9.873711340206185,-6.131047871236472,0.3067118598105616,1739.0,7,2025-W39,6.0,120.0,97.0,176.0,116.0,857.0893294279444,0,0,0,0,0,194,187.0,301.0,462.0,148.0,264.5,146.51889939112885,462.0,269.8333333333333,0.05363128491620106,39,9,1,7.0,-0.1428571428571429,20.0,3192.0
2025-09-29,489,120,-9.804166666666667,-6.749115971494455,0.37960524239797133,1120.0,7,2025-W40,5.0,97.0,176.0,116.0,76.0,855.3891557078498,0,0,0,0,0,120,194.0,187.0,376.0,552.0,200.5,121.88879681036587,462.0,233.83333333333334,-0.48144220572640506,40,9,0,6.0,-0.16666666666666663,21.0,3238.0
2025-10-06,490,97,-9.896907216494846,-4.984988319418453,0.28811658818068675,953.0,7,2025-W41,5.0,176.0,116.0,76.0,39.0,835.9215783951919,0,0,0,0,0,97,120.0,194.0,301.0,409.0,149.5,114.15844916234362,462.0,207.83333333333334,0.002044989775051187,41,10,0,5.0,0.0,22.0,2806.0
2025-10-13,859,176,-9.957386363636363,-5.430128100217371,0.19900319778152498,1991.0,7,2025-W42,4.0,116.0,76.0,39.0,60.0,836.3168879584086,0,0,0,0,0,176,97.0,120.0,187.0,197.0,146.75,114.50006616380196,462.0,206.08333333333334,0.7530612244897958,42,10,1,5.0,-0.19999999999999996,23.0,2494.0
2025-10-20,886,116,-9.801724137931034,-5.046067228898585,0.38942159083991934,1636.0,7,2025-W43,4.0,76.0,39.0,60.0,32.0,836.1563284881224,0,0,0,0,0,116,176.0,97.0,194.0,169.0,127.25,117.05424797800738,376.0,201.66666666666666,0.03143189755529696,43,10,0,4.0,0.0,24.0,2473.0
2025-10-27,440,76,-9.947368421052632,-6.534904493167822,0.19285482222682535,472.0,7,2025-W44,5.0,39.0,60.0,32.0,101.0,836.2330931163956,0,0,0,0,0,76,116.0,176.0,120.0,100.0,116.25,119.13577688223303,301.0,199.66666666666666,-0.5033860045146727,44,10,0,4.0,0.25,25.0,2420.0
2025-11-03,382,39,-9.85897435897436,-4.352619890942511,0.27977241570318195,224.0,7,2025-W45,4.0,60.0,32.0,101.0,335.0,836.7693447791315,0,0,0,0,0,39,76.0,116.0,97.0,137.0,101.75,126.92624916569703,194.0,191.5,-0.13181818181818183,45,11,0,5.0,-0.19999999999999996,26.0,2396.0
2025-11-10,379,60,-9.891666666666667,-4.528387862104352,0.29244247104354815,213.0,7,2025-W46,5.0,32.0,101.0,335.0,139.0,837.9264863129256,0,0,0,0,0,60,39.0,76.0,176.0,154.0,72.75,132.24036884217705,194.0,183.66666666666666,-0.007853403141361293,46,11,0,4.0,0.25,27.0,2298.0
2025-11-17,425,32,-9.75,-5.091270909850078,0.42121176958711615,256.0,7,2025-W47,5.0,101.0,335.0,139.0,180.0,838.6924298092571,0,0,0,0,0,32,60.0,39.0,116.0,462.0,51.75,105.52365812576016,176.0,147.83333333333334,0.12137203166226906,47,11,0,5.0,0.0,28.0,2204.0
2025-11-24,568,101,-9.787128712871286,-6.101806290764112,0.3830570104662315,905.0,7,2025-W48,7.0,335.0,139.0,180.0,144.0,839.8627542705194,0,0,0,0,0,101,32.0,60.0,76.0,376.0,58.0,77.64658668764721,176.0,124.91666666666667,0.3364705882352941,48,11,1,5.0,0.3999999999999999,29.0,1774.0
2025-12-01,1407,335,-9.735820895522387,-4.532363859113328,0.27830834821797523,3178.0,7,2025-W49,7.0,139.0,180.0,144.0,378.0,839.5587411800759,0,0,0,0,0,335,101.0,32.0,39.0,301.0,132.0,84.934332923093,335.0,127.75,1.477112676056338,49,12,0,7.0,0.0,30.0,1499.0
2025-12-08,852,139,-9.87410071942446,-3.882787896735989,0.2698196202340498,905.0,7,2025-W50,6.0,180.0,144.0,378.0,221.0,841.3087110528187,0,0,0,0,0,139,335.0,101.0,60.0,187.0,151.75,82.9984939622394,335.0,123.75,-0.394456289978678,50,12,0,7.0,-0.1428571428571429,31.0,1533.0
2025-12-15,640,180,-9.8,-5.285464880603086,0.25125383901566833,1280.0,7,2025-W51,4.0,144.0,378.0,221.0,90.0,841.0177601441983,0,0,0,0,0,180,139.0,335.0,32.0,194.0,188.75,82.01381073645487,335.0,122.58333333333333,-0.24882629107981225,51,12,0,6.0,-0.33333333333333337,32.0,1485.0
2025-12-22,1213,144,-9.729166666666666,-4.908396747929439,0.359073204839301,4324.0,7,2025-W52,13.0,378.0,221.0,90.0,127.0,805.5073023339928,0,0,0,0,0,144,180.0,139.0,101.0,120.0,199.5,82.23741499002941,335.0,124.58333333333333,0.8953125,52,12,0,4.0,2.25,33.0,1471.0
2025-12-29,2921,378,-9.904761904761905,-4.49930212261869,0.21589016617239234,5926.0,7,2026-W01,11.0,221.0,90.0,127.0,66.0,767.8583958719637,0,0,0,0,0,378,144.0,180.0,335.0,97.0,210.25,109.24201655873104,378.0,148.0,1.4080791426215993,1,12,0,13.0,-0.15384615384615385,34.0,1495.0
2026-01-05,2273,221,-9.850678733031675,-4.30537053900481,0.24838019052585547,2382.0,7,2026-W02,6.0,90.0,127.0,66.0,69.0,757.4022408564081,0,0,0,0,0,221,378.0,144.0,139.0,176.0,230.75,111.04800354310282,378.0,151.75,-0.2218418349880178,2,1,0,11.0,-0.4545454545454546,35.0,1776.0
